date,stock_name,close
2020-01-17,招商银行,28.71380653
2020-01-17,比亚迪,18.74607165
2020-01-17,贵州茅台,959.55129
2020-01-17,长城汽车,7.96671976
2020-01-17,顺丰控股,33.6979071
2020-01-20,万科A,24.39718873
2020-01-20,中国神华,11.0546589
2020-01-20,中国移动,
2020-01-20,五粮液,116.50355324
2020-01-20,工商银行,4.06106008
2020-01-20,招商银行,29.00147451
2020-01-20,比亚迪,19.00809612
2020-01-20,贵州茅台,945.255492
2020-01-20,长城汽车,8.07610264
2020-01-20,顺丰控股,35.2205667
2020-01-21,万科A,23.85811459
2020-01-21,中国神华,10.94223864
2020-01-21,中国移动,
2020-01-21,五粮液,112.31972398
2020-01-21,工商银行,4.01238299
2020-01-21,招商银行,28.60782359
2020-01-21,比亚迪,18.34818264
2020-01-21,贵州茅台,931.6528236
2020-01-21,长城汽车,7.8391064
2020-01-21,顺丰控股,35.3112012
2020-01-22,万科A,24.59321569
2020-01-22,中国神华,11.0546589
2020-01-22,中国移动,
2020-01-22,五粮液,111.5405493
2020-01-22,工商银行,4.02629073
2020-01-22,招商银行,28.63053422
2020-01-22,比亚迪,19.17307449
2020-01-22,贵州茅台,931.83477012
2020-01-22,长城汽车,7.9302588
2020-01-22,顺丰控股,34.81271145
2020-01-23,万科A,23.67025542
2020-01-23,中国神华,10.79234496
2020-01-23,中国移动,
2020-01-23,五粮液,106.84856264
2020-01-23,工商银行,3.97761364
2020-01-23,招商银行,27.86594301
2020-01-23,比亚迪,19.35422721
2020-01-23,贵州茅台,912.1585536
2020-01-23,长城汽车,7.6112254
2020-01-23,顺丰控股,35.5468509
2020-02-03,万科A,21.75082477
2020-02-03,中国神华,9.98042086
2020-02-03,中国移动,
2020-02-03,五粮液,96.16031866
2020-02-03,工商银行,3.76899754
2020-02-03,招商银行,26.51844563
2020-02-03,比亚迪,17.41977495
2020-02-03,贵州茅台,869.80833504
2020-02-03,长城汽车,6.85466048
2020-02-03,顺丰控股,35.0392977
2020-02-04,万科A,22.55943598
2020-02-04,中国神华,10.14905125
2020-02-04,中国移动,
2020-02-04,五粮液,96.9733705
2020-02-04,工商银行,3.8246285
2020-02-04,招商银行,26.76069235
2020-02-04,比亚迪,18.23172732
2020-02-04,贵州茅台,899.34432012
2020-02-04,长城汽车,6.89112144
2020-02-04,顺丰控股,35.166186
2020-02-05,万科A,22.57577156
2020-02-05,中国神华,10.14280568
2020-02-05,中国移动,
2020-02-05,五粮液,99.52262679
2020-02-05,工商银行,3.81767463
2020-02-05,招商银行,26.76826256
2020-02-05,比亚迪,19.67124447
2020-02-05,贵州茅台,909.72393588
2020-02-05,长城汽车,6.96404336
2020-02-05,顺丰控股,38.1571245
2020-02-06,万科A,22.7881341
2020-02-06,中国神华,10.16154239
2020-02-06,中国移动,
2020-02-06,五粮液,100.91159035
2020-02-06,工商银行,3.8246285
2020-02-06,招商银行,27.06350075
2020-02-06,比亚迪,19.65183525
2020-02-06,贵州茅台,927.927252
2020-02-06,长城汽车,7.064311
2020-02-06,顺丰控股,41.10274575
2020-02-07,万科A,22.4614225
2020-02-07,中国神华,10.10533226
2020-02-07,中国移动,
2020-02-07,五粮液,102.12269882
2020-02-07,工商银行,3.78290528
2020-02-07,招商银行,26.81368382
2020-02-07,比亚迪,18.7298973
2020-02-07,贵州茅台,932.259312
2020-02-07,长城汽车,7.03696528
2020-02-07,顺丰控股,40.64957325
2020-02-10,万科A,23.41705393
2020-02-10,中国神华,10.21150695
2020-02-10,中国移动,
2020-02-10,五粮液,102.58850977
2020-02-10,工商银行,3.76899754
2020-02-10,招商银行,26.5714371
2020-02-10,比亚迪,19.71006291
2020-02-10,贵州茅台,924.01973388
2020-02-10,长城汽车,7.1098872
2020-02-10,顺丰控股,40.9849209
2020-02-11,万科A,23.75193332
2020-02-11,中国神华,10.39887405
2020-02-11,中国移动,
2020-02-11,五粮液,105.68826991
2020-02-11,工商银行,3.79681302
2020-02-11,招商银行,26.92723697
2020-02-11,比亚迪,19.09867248
2020-02-11,贵州茅台,951.320376
2020-02-11,长城汽车,7.12811768
2020-02-11,顺丰控股,40.16014695
2020-02-12,万科A,23.75193332
2020-02-12,中国神华,10.39887405
2020-02-12,中国移动,
2020-02-12,五粮液,105.43419121
2020-02-12,工商银行,3.79681302
2020-02-12,招商银行,26.9499476
2020-02-12,比亚迪,19.14719553
2020-02-12,贵州茅台,950.68789524
2020-02-12,长城汽车,7.1554634
2020-02-12,顺丰控股,39.7885455
2020-02-13,万科A,24.46253105
2020-02-13,中国神华,10.35515506
2020-02-13,中国移动,
2020-02-13,五粮液,105.13776606
2020-02-13,工商银行,3.76204367
2020-02-13,招商银行,26.70013067
2020-02-13,比亚迪,18.61667685
2020-02-13,贵州茅台,945.255492
2020-02-13,长城汽车,7.27396152
2020-02-13,顺丰控股,38.8640736
2020-02-14,万科A,25.1567932
2020-02-14,中国神华,10.44259304
2020-02-14,中国移动,
2020-02-14,五粮液,104.53644647
2020-02-14,工商银行,3.77595141
2020-02-14,招商银行,26.98022844
2020-02-14,比亚迪,18.4064103
2020-02-14,贵州茅台,942.656256
2020-02-14,长城汽车,7.26484628
2020-02-14,顺丰控股,38.49247215
2020-02-17,万科A,24.84641718
2020-02-17,中国神华,10.54876773
2020-02-17,中国移动,
2020-02-17,五粮液,105.2732747
2020-02-17,工商银行,3.81767463
2020-02-17,招商银行,27.38144957
2020-02-17,比亚迪,18.91751976
2020-02-17,贵州茅台,947.69877384
2020-02-17,长城汽车,7.89379784
2020-02-17,顺丰控股,42.00909075
2020-02-18,万科A,24.2583363
2020-02-18,中国神华,10.44883861
2020-02-18,中国移动,
2020-02-18,五粮液,104.50256931
2020-02-18,工商银行,3.79681302
2020-02-18,招商银行,27.0256497
2020-02-18,比亚迪,19.23777189
2020-02-18,贵州茅台,939.190608
2020-02-18,长城汽车,7.93937404
2020-02-18,顺丰控股,41.42902995
2020-02-19,万科A,24.21749735
2020-02-19,中国神华,10.3676462
2020-02-19,中国移动,
2020-02-19,五粮液,106.713054
2020-02-19,工商银行,3.81072076
2020-02-19,招商银行,26.89695613
2020-02-19,比亚迪,20.02708017
2020-02-19,贵州茅台,950.020758
2020-02-19,长城汽车,7.80264544
2020-02-19,顺丰控股,42.2538039
2020-02-20,万科A,24.38085315
2020-02-20,中国神华,10.46757532
2020-02-20,中国移动,
2020-02-20,五粮液,110.22780935
2020-02-20,工商银行,3.83158237
2020-02-20,招商银行,27.23761558
2020-02-20,比亚迪,22.0294647
2020-02-20,贵州茅台,968.648616
2020-02-20,长城汽车,7.8391064
2020-02-20,顺丰控股,42.40788255
2020-02-21,万科A,23.89078575
2020-02-21,中国神华,10.45508418
2020-02-21,中国移动,
2020-02-21,五粮液,110.10077
2020-02-21,工商银行,3.81767463
2020-02-21,招商银行,26.98022844
2020-02-21,比亚迪,21.8353725
2020-02-21,贵州茅台,964.21258656
2020-02-21,长城汽车,8.07610264
2020-02-21,顺丰控股,41.50153755
2020-02-24,万科A,23.6049131
2020-02-24,中国神华,10.32392721
2020-02-24,中国移动,
2020-02-24,五粮液,107.6446759
2020-02-24,工商银行,3.78290528
2020-02-24,招商银行,26.53358605
2020-02-24,比亚迪,21.4148394
2020-02-24,贵州茅台,941.94579816
2020-02-24,长城汽车,8.37690556
2020-02-24,顺丰控股,41.6556162
2020-02-25,万科A,23.95612807
2020-02-25,中国神华,10.14280568
2020-02-25,中国移动,
2020-02-25,五粮液,106.1202037
2020-02-25,工商银行,3.76204367
2020-02-25,招商银行,26.21563723
2020-02-25,比亚迪,22.91905395
2020-02-25,贵州茅台,931.22828172
2020-02-25,长城汽车,8.71416944
2020-02-25,顺丰控股,44.98190235
2020-02-26,万科A,24.59321569
2020-02-26,中国神华,10.27396265
2020-02-26,中国移动,
2020-02-26,五粮液,105.1038889
2020-02-26,工商银行,3.76204367
2020-02-26,招商银行,26.36704143
2020-02-26,比亚迪,23.1940179
2020-02-26,贵州茅台,930.2665644
2020-02-26,长城汽车,8.41336652
2020-02-26,顺丰控股,44.00304975
2020-02-27,万科A,24.23383293
2020-02-27,中国神华,10.24898037
2020-02-27,中国移动,
2020-02-27,五粮液,106.9671327
2020-02-27,工商银行,3.7550898
2020-02-27,招商银行,26.66227962
2020-02-27,比亚迪,22.66026435
2020-02-27,贵州茅台,942.12774468
2020-02-27,长城汽车,8.32221412
2020-02-27,顺丰控股,45.3535038
2020-02-28,万科A,24.16849061
2020-02-28,中国神华,9.992912
2020-02-28,中国移动,
2020-02-28,五粮液,102.1396374
2020-02-28,工商银行,3.6855511
2020-02-28,招商银行,25.8901182
2020-02-28,比亚迪,21.14634519
2020-02-28,贵州茅台,915.797484
2020-02-28,长城汽车,8.0669874
2020-02-28,顺丰控股,44.36558775
2020-03-02,万科A,25.42633027
2020-03-02,中国神华,10.37389177
2020-03-02,中国移动,
2020-03-02,五粮液,103.87584185
2020-03-02,工商银行,3.72727432
2020-03-02,招商银行,26.30647975
2020-03-02,比亚迪,21.62510595
2020-03-02,贵州茅台,940.93209612
2020-03-02,长城汽车,8.431597
2020-03-02,顺丰控股,45.34444035
2020-03-03,万科A,25.4018269
2020-03-03,中国神华,10.47382089
2020-03-03,中国移动,
2020-03-03,五粮液,105.33255973
2020-03-03,工商银行,3.74118206
2020-03-03,招商银行,26.20806702
2020-03-03,比亚迪,21.95506269
2020-03-03,贵州茅台,964.316556
2020-03-03,长城汽车,8.24017696
2020-03-03,顺丰控股,43.5770676
2020-03-04,万科A,26.34929054
2020-03-04,中国神华,10.44259304
2020-03-04,中国移动,
2020-03-04,五粮液,106.09479583
2020-03-04,工商银行,3.74813593
2020-03-04,招商银行,26.32919038
2020-03-04,比亚迪,21.53776446
2020-03-04,贵州茅台,978.10983504
2020-03-04,长城汽车,8.2492922
2020-03-04,顺丰控股,43.62238485
2020-03-05,万科A,26.3819617
2020-03-05,中国神华,10.64869685
2020-03-05,中国移动,
2020-03-05,五粮液,112.8109428
2020-03-05,工商银行,3.79681302
2020-03-05,招商银行,27.42687083
2020-03-05,比亚迪,21.61216647
2020-03-05,贵州茅台,1014.568452
2020-03-05,长城汽车,8.36779032
2020-03-05,顺丰控股,44.048367
2020-03-06,万科A,25.42633027
2020-03-06,中国神华,10.47382089
2020-03-06,中国移动,
2020-03-06,五粮液,110.16005503
2020-03-06,工商银行,3.76204367
2020-03-06,招商银行,26.80611361
2020-03-06,比亚迪,21.14311032
2020-03-06,贵州茅台,1001.139066
2020-03-06,长城汽车,8.30398364
2020-03-06,顺丰控股,43.42298895
2020-03-09,万科A,24.95259845
2020-03-09,中国神华,10.16778796
2020-03-09,中国移动,
2020-03-09,五粮液,106.9671327
2020-03-09,工商银行,3.69250497
2020-03-09,招商银行,25.87497778
2020-03-09,比亚迪,19.23130215
2020-03-09,贵州茅台,965.19163212
2020-03-09,长城汽车,7.92114356
2020-03-09,顺丰控股,42.598215
2020-03-10,万科A,25.1567932
2020-03-10,中国神华,10.33641835
2020-03-10,中国移动,
2020-03-10,五粮液,110.71055888
2020-03-10,工商银行,3.72727432
2020-03-10,招商银行,26.25348828
2020-03-10,比亚迪,19.46421279
2020-03-10,贵州茅台,1001.572272
2020-03-10,长城汽车,8.1581398
2020-03-10,顺丰控股,42.64353225
2020-03-11,万科A,24.81374602
2020-03-11,中国神华,10.25522594
2020-03-11,中国移动,
2020-03-11,五粮液,110.0160771
2020-03-11,工商银行,3.69945884
2020-03-11,招商银行,26.07937345
2020-03-11,比亚迪,19.00486125
2020-03-11,贵州茅台,1003.75563024
2020-03-11,长城汽车,8.34955984
2020-03-11,顺丰控股,41.70093345
2020-03-12,万科A,24.46253105
2020-03-12,中国神华,10.15529682
2020-03-12,中国移动,
2020-03-12,五粮液,106.74693116
2020-03-12,工商银行,3.67859723
2020-03-12,招商银行,25.85983736
2020-03-12,比亚迪,18.44846361
2020-03-12,贵州茅台,986.410062
2020-03-12,长城汽车,8.37690556
2020-03-12,顺丰控股,40.5861291
2020-03-13,万科A,24.05414155
2020-03-13,中国神华,10.01164871
2020-03-13,中国移动,
2020-03-13,五粮液,103.8334954
2020-03-13,工商银行,3.62992014
2020-03-13,招商银行,25.29207161
2020-03-13,比亚迪,18.00528642
2020-03-13,贵州茅台,963.47613636
2020-03-13,长城汽车,8.44982748
2020-03-13,顺丰控股,40.0241952
2020-03-16,万科A,23.31087266
2020-03-16,中国神华,9.94919301
2020-03-16,中国移动,
2020-03-16,五粮液,97.8202995
2020-03-16,工商银行,3.59515079
2020-03-16,招商银行,23.97485507
2020-03-16,比亚迪,17.42947956
2020-03-16,贵州茅台,924.461604
2020-03-16,长城汽车,7.82999116
2020-03-16,顺丰控股,38.972835
2020-03-17,万科A,22.95965769
2020-03-17,中国神华,9.8055449
2020-03-17,中国移动,
2020-03-17,五粮液,95.16094244
2020-03-17,工商银行,3.59515079
2020-03-17,招商银行,24.02027633
2020-03-17,比亚迪,17.15775048
2020-03-17,贵州茅台,905.4871812
2020-03-17,长城汽车,7.48361204
2020-03-17,顺丰控股,38.8096929
2020-03-18,万科A,21.4812877
2020-03-18,中国神华,9.69312464
2020-03-18,中国移动,
2020-03-18,五粮液,91.12109111
2020-03-18,工商银行,3.55342757
2020-03-18,招商银行,23.33138722
2020-03-18,比亚迪,16.85043783
2020-03-18,贵州茅台,873.33463188
2020-03-18,长城汽车,7.37422916
2020-03-18,顺丰控股,39.2084847
2020-03-19,万科A,20.60733417
2020-03-19,中国神华,9.23095246
2020-03-19,中国移动,
2020-03-19,五粮液,86.47992019
2020-03-19,工商银行,3.46998113
2020-03-19,招商银行,22.18828551
2020-03-19,比亚迪,16.61429232
2020-03-19,贵州茅台,862.946352
2020-03-19,长城汽车,7.48361204
2020-03-19,顺丰控股,40.6948905
2020-03-20,万科A,21.0728982
2020-03-20,中国神华,9.29965373
2020-03-20,中国移动,
2020-03-20,五粮液,91.90026579
2020-03-20,工商银行,3.53256596
2020-03-20,招商银行,23.49793184
2020-03-20,比亚迪,16.98953724
2020-03-20,贵州茅台,896.97901536
2020-03-20,长城汽车,7.64768636
2020-03-20,顺丰控股,41.0030478
2020-03-23,万科A,20.05192445
2020-03-23,中国神华,9.23095246
2020-03-23,中国移动,
2020-03-23,五粮液,88.51254979
2020-03-23,工商银行,3.46998113
2020-03-23,招商银行,22.83175336
2020-03-23,比亚迪,15.57589905
2020-03-23,贵州茅台,882.873828
2020-03-23,长城汽车,7.1098872
2020-03-23,顺丰控股,40.35954285
2020-03-24,万科A,20.3377971
2020-03-24,中国神华,9.73059806
2020-03-24,中国移动,
2020-03-24,五粮液,92.35760745
2020-03-24,工商银行,3.56038144
2020-03-24,招商银行,23.85373171
2020-03-24,比亚迪,16.08700851
2020-03-24,贵州茅台,914.931072
2020-03-24,长城汽车,7.82087592
2020-03-24,顺丰控股,40.6586367
2020-03-25,万科A,21.6446435
2020-03-25,中国神华,9.79305376
2020-03-25,中国移动,
2020-03-25,五粮液,96.549906
2020-03-25,工商银行,3.60210466
2020-03-25,招商银行,24.59561229
2020-03-25,比亚迪,16.90219575
2020-03-25,贵州茅台,935.8116012
2020-03-25,长城汽车,8.25840744
2020-03-25,顺丰控股,42.22661355
2020-03-26,万科A,21.3996098
2020-03-26,中国神华,9.95543858
2020-03-26,中国移动,
2020-03-26,五粮液,96.45674381
2020-03-26,工商银行,3.60210466
2020-03-26,招商银行,24.76972712
2020-03-26,比亚迪,17.55563949
2020-03-26,贵州茅台,922.65946704
2020-03-26,长城汽车,8.1125636
2020-03-26,顺丰控股,41.6012355
2020-03-27,万科A,21.70181803
2020-03-27,中国神华,10.16154239
2020-03-27,中国移动,
2020-03-27,五粮液,98.08284749
2020-03-27,工商银行,3.62296627
2020-03-27,招商银行,24.76972712
2020-03-27,比亚迪,17.72061786
2020-03-27,贵州茅台,931.826106
2020-03-27,长城汽车,8.1581398
2020-03-27,顺丰控股,41.329332
2020-03-30,万科A,21.26892516
2020-03-30,中国神华,10.35515506
2020-03-30,中国移动,
2020-03-30,五粮液,95.89777067
2020-03-30,工商银行,3.62992014
2020-03-30,招商银行,24.71673565
2020-03-30,比亚迪,18.18967401
2020-03-30,贵州茅台,928.793664
2020-03-30,长城汽车,8.23106172
2020-03-30,顺丰控股,42.77042055
2020-03-31,万科A,20.95038135
2020-03-31,中国神华,10.14280568
2020-03-31,中国移动,
2020-03-31,五粮液,97.5662208
2020-03-31,工商银行,3.58124305
2020-03-31,招商银行,24.43663788
2020-03-31,比亚迪,19.39951539
2020-03-31,贵州茅台,962.583732
2020-03-31,长城汽车,8.10344836
2020-03-31,顺丰控股,42.8157378
2020-04-01,万科A,21.75082477
2020-04-01,中国神华,9.992912
2020-04-01,中国移动,
2020-04-01,五粮液,97.396835
2020-04-01,工商银行,3.58819692
2020-04-01,招商银行,24.32308473
2020-04-01,比亚迪,18.47757744
2020-04-01,贵州茅台,955.652436
2020-04-01,长城汽车,7.72972352
2020-04-01,顺丰控股,41.55591825
2020-04-02,万科A,21.95501952
2020-04-02,中国神华,10.14905125
2020-04-02,中国移动,
2020-04-02,五粮液,99.25160951
2020-04-02,工商银行,3.60905853
2020-04-02,招商银行,24.48205914
2020-04-02,比亚迪,18.30612933
2020-04-02,贵州茅台,992.04174
2020-04-02,长城汽车,7.5656492
2020-04-02,顺丰控股,41.9456466
2020-04-03,万科A,21.86517383
2020-04-03,中国神华,10.06785884
2020-04-03,中国移动,
2020-04-03,五粮液,99.53109608
2020-04-03,工商银行,3.57428918
2020-04-03,招商银行,24.33822515
2020-04-03,比亚迪,17.791785
2020-04-03,贵州茅台,987.52773348
2020-04-03,长城汽车,7.43803584
2020-04-03,顺丰控股,42.87918195
2020-04-07,万科A,22.11020753
2020-04-07,中国神华,10.08034998
2020-04-07,中国移动,
2020-04-07,五粮液,105.13776606
2020-04-07,工商银行,3.58819692
2020-04-07,招商银行,24.61832292
2020-04-07,比亚迪,18.21555297
2020-04-07,贵州茅台,1004.9945994
2020-04-07,长城汽车,7.58387968
2020-04-07,顺丰控股,44.34746085
2020-04-08,万科A,22.02036184
2020-04-08,中国神华,10.08034998
2020-04-08,中国移动,
2020-04-08,五粮液,106.10326512
2020-04-08,工商银行,3.57428918
2020-04-08,招商银行,24.39121662
2020-04-08,比亚迪,17.89530084
2020-04-08,贵州茅台,1004.82998112
2020-04-08,长城汽车,7.48361204
2020-04-08,顺丰控股,44.1390015
2020-04-09,万科A,21.79983151
2020-04-09,中国神华,9.992912
2020-04-09,中国移动,
2020-04-09,五粮液,105.84918642
2020-04-09,工商银行,3.56733531
2020-04-09,招商银行,24.4517783
2020-04-09,比亚迪,18.00205155
2020-04-09,贵州茅台,1003.738302
2020-04-09,长城汽车,7.53830348
2020-04-09,顺丰控股,44.048367
2020-04-10,万科A,21.95501952
2020-04-10,中国神华,9.92421073
2020-04-10,中国移动,
2020-04-10,五粮液,107.15345708
2020-04-10,工商银行,3.55342757
2020-04-10,招商银行,24.3003741
2020-04-10,比亚迪,17.65268559
2020-04-10,贵州茅台,1009.36998
2020-04-10,长城汽车,7.36511392
2020-04-10,顺丰控股,43.62238485
2020-04-13,万科A,22.08570416
2020-04-13,中国神华,9.89922845
2020-04-13,中国移动,
2020-04-13,五粮液,105.866125
2020-04-13,工商银行,3.5464737
2020-04-13,招商银行,24.17168053
2020-04-13,比亚迪,18.0505746
2020-04-13,贵州茅台,1007.0306676
2020-04-13,长城汽车,7.36511392
2020-04-13,顺丰控股,44.410905
2020-04-14,万科A,22.33890565
2020-04-14,中国神华,10.09908669
2020-04-14,中国移动,
2020-04-14,五粮液,108.78803005
2020-04-14,工商银行,3.56038144
2020-04-14,招商银行,24.76215691
2020-04-14,比亚迪,18.73636704
2020-04-14,贵州茅台,1026.7848612
2020-04-14,长城汽车,7.41069012
2020-04-14,顺丰控股,44.27495325
2020-04-15,万科A,21.8079993
2020-04-15,中国神华,9.94919301
2020-04-15,中国移动,
2020-04-15,五粮液,108.33068839
2020-04-15,工商银行,3.56733531
2020-04-15,招商银行,24.54262082
2020-04-15,比亚迪,19.45450818
2020-04-15,贵州茅台,1030.6837152
2020-04-15,长城汽车,7.37422916
2020-04-15,顺丰控股,43.42298895
2020-04-16,万科A,21.70998582
2020-04-16,中国神华,9.992912
2020-04-16,中国移动,
2020-04-16,五粮液,106.7977469
2020-04-16,工商银行,3.56038144
2020-04-16,招商银行,24.3003741
2020-04-16,比亚迪,19.41245487
2020-04-16,贵州茅台,1037.1818052
2020-04-16,长城汽车,7.31042248
2020-04-16,顺丰控股,43.2326565
2020-04-17,万科A,21.82433488
2020-04-17,中国神华,10.01164871
2020-04-17,中国移动,
2020-04-17,五粮液,109.10139378
2020-04-17,工商银行,3.58124305
2020-04-17,招商银行,24.87571006
2020-04-17,比亚迪,19.0210356
2020-04-17,贵州茅台,1062.221112
2020-04-17,长城汽车,7.37422916
2020-04-17,顺丰控股,44.1027477
2020-04-20,万科A,21.70998582
2020-04-20,中国神华,9.94294744
2020-04-20,中国移动,
2020-04-20,五粮液,109.51638899
2020-04-20,工商银行,3.56038144
2020-04-20,招商银行,24.9059909
2020-04-20,比亚迪,19.04044482
2020-04-20,贵州茅台,1063.3474476
2020-04-20,长城汽车,7.39245964
2020-04-20,顺丰控股,44.14806495
2020-04-21,万科A,21.25258958
2020-04-21,中国神华,9.59944109
2020-04-21,中国移动,
2020-04-21,五粮液,107.11111063
2020-04-21,工商银行,3.53256596
2020-04-21,招商银行,24.71673565
2020-04-21,比亚迪,19.20542319
2020-04-21,贵州茅台,1039.6944
2020-04-21,长城汽车,7.26484628
2020-04-21,顺丰控股,43.44111585
2020-04-22,万科A,21.34243527
2020-04-22,中国神华,9.60568666
2020-04-22,中国移动,
2020-04-22,五粮液,110.3548487
2020-04-22,工商银行,3.53951983
2020-04-22,招商银行,24.77729733
2020-04-22,比亚迪,19.22483241
2020-04-22,贵州茅台,1078.249734
2020-04-22,长城汽车,7.32865296
2020-04-22,顺丰控股,44.41996845
2020-04-23,万科A,21.236254
2020-04-23,中国神华,9.5557221
2020-04-23,中国移动,
2020-04-23,五粮液,111.02392261
2020-04-23,工商银行,3.52561209
2020-04-23,招商银行,24.74701649
2020-04-23,比亚迪,18.84311775
2020-04-23,贵州茅台,1084.97309112
2020-04-23,长城汽车,7.28307676
2020-04-23,顺丰控股,44.43809535
2020-04-24,万科A,20.97488472
2020-04-24,中国神华,9.46828412
2020-04-24,中国移动,
2020-04-24,五粮液,111.2864706
2020-04-24,工商银行,3.51170435
2020-04-24,招商银行,24.61075271
2020-04-24,比亚迪,18.99839151
2020-04-24,贵州茅台,1083.50019072
2020-04-24,长城汽车,7.21015484
2020-04-24,顺丰控股,43.1075172
2020-04-27,万科A,21.13824052
2020-04-27,中国神华,9.56821324
2020-04-27,中国移动,
2020-04-27,五粮液,112.3874783
2020-04-27,工商银行,3.53951983
2020-04-27,招商银行,25.42076518
2020-04-27,比亚迪,18.43228926
2020-04-27,贵州茅台,1105.541712
2020-04-27,长城汽车,7.17369388
2020-04-27,顺丰控股,42.84322164
2020-04-28,万科A,21.55479781
2020-04-28,中国神华,9.59944109
2020-04-28,中国移动,
2020-04-28,五粮液,117.723131
2020-04-28,工商银行,3.55342757
2020-04-28,招商银行,25.63273106
2020-04-28,比亚迪,18.43228926
2020-04-28,贵州茅台,1108.25358156
2020-04-28,长城汽车,7.064311
2020-04-28,顺丰控股,43.8366084
2020-04-29,万科A,21.93868394
2020-04-29,中国神华,9.77431705
2020-04-29,中国移动,
2020-04-29,五粮液,114.7588795
2020-04-29,工商银行,3.58124305
2020-04-29,招商银行,26.51087542
2020-04-29,比亚迪,18.762246
2020-04-29,贵州茅台,1104.5886588
