date,open,high,low,close,volume,amount,code,name,industry,ret,is_extreme,hs300_close,商品,cpi_yoy,预测值,前值,m2_yoy
2020-01-02,28.78950863,29.61466152,28.78193842,29.43297648,82624452,3191180650.0,600036,招商银行,银行,,False,4152.241,中国CPI月率报告,0.0,0.3,0.4,8.4
2020-01-03,29.48596795,29.99317202,29.46325732,29.8266274,52010611,2045230273.0,600036,招商银行,银行,0.0132858367116497,False,4144.965,中国CPI月率报告,0.0,0.3,0.4,8.4
2020-01-06,29.66765299,30.40196336,29.4481169,29.70550404,54887720,2171575505.0,600036,招商银行,银行,-0.0040691816067257,False,4129.295,中国CPI月率报告,0.0,0.3,0.4,8.4
2020-01-07,29.94018055,30.23541874,29.5995211,29.63737215,34767128,1369304771.0,600036,招商银行,银行,-0.0022962122603502,False,4160.227,中国CPI月率报告,0.0,0.3,0.4,8.4
2020-01-08,29.48596795,29.48596795,29.07717661,29.07717661,36323418,1403861101.0,600036,招商银行,银行,-0.0190825800789987,False,4112.317,中国CPI月率报告,0.0,0.3,0.4,8.4
2020-01-09,29.40269564,29.523819,29.20587018,29.4481169,30335989,1177003661.0,600036,招商银行,银行,0.0126764082665871,False,4164.37,中国CPI月率报告,0.0,0.3,0.4,8.4
2020-01-10,29.4481169,29.73578488,29.33456375,29.55409984,28593121,1116903172.0,600036,招商银行,银行,0.003592510920491,False,4163.185,中国CPI月率报告,0.0,0.3,0.4,8.4
2020-01-13,29.73578488,29.73578488,29.33456375,29.5995211,32780852,1279073028.0,600036,招商银行,银行,0.0015357054464283,False,4203.988,中国CPI月率报告,0.0,0.3,0.4,8.4
2020-01-14,29.62980194,30.00074223,29.2967127,29.37998501,33564638,1314430602.0,600036,招商银行,银行,-0.0074445216105052,False,4189.886,中国CPI月率报告,0.0,0.3,0.4,8.4
2020-01-15,29.40269564,29.44054669,28.78193842,28.85764052,48859891,1870048774.0,600036,招商银行,银行,-0.0179388665948134,False,4166.734,中国CPI月率报告,0.0,0.3,0.4,8.4
