date,open,high,low,close,volume,amount,code,name,industry
2020-01-02,33.87011265,34.35953895,33.58008225,33.9698106,12457719,467238469.71,002352,顺丰控股,物流
2020-01-03,34.12388925,34.1329527,33.58008225,33.70697055,7591739,282690163.06,002352,顺丰控股,物流
2020-01-06,33.6253995,33.7885416,33.00002145,33.39881325,10597786,391483135.12,002352,顺丰控股,物流
2020-01-07,33.534765,34.3323486,33.4441305,34.1692065,10722076,401789986.94,002352,顺丰控股,物流
2020-01-08,33.94262025,34.3686024,33.6253995,33.76135125,8304045,311016663.68,002352,顺丰控股,物流
2020-01-09,33.8610492,34.3142217,33.61633605,33.7704147,8958800,334956852.37,002352,顺丰控股,物流
2020-01-10,33.7704147,34.1510796,33.2447346,34.06950855,11429611,426242464.75,002352,顺丰控股,物流
2020-01-13,33.97887405,34.4048562,33.716034,34.3686024,9696946,366171502.56,002352,顺丰控股,物流
2020-01-14,34.4592369,34.64956935,33.8066685,33.9154299,9811365,370235023.42,002352,顺丰控股,物流
2020-01-15,33.897303,34.078572,33.4441305,33.534765,8909396,330509613.24,002352,顺丰控股,物流
2020-01-16,33.70697055,33.74322435,33.36255945,33.4078767,6214603,229431792.59,002352,顺丰控股,物流
2020-01-17,33.52570155,33.94262025,33.2628615,33.6979071,8007485,297425845.51,002352,顺丰控股,物流
2020-01-20,33.85198575,35.8006275,33.70697055,35.2205667,19451122,744954260.09,002352,顺丰控股,物流
2020-01-21,35.33839155,36.0000234,35.0030439,35.3112012,16866991,660998210.87,002352,顺丰控股,物流
2020-01-22,34.99398045,35.3293281,33.8066685,34.81271145,16135247,617014221.72,002352,顺丰控股,物流
2020-01-23,34.81271145,37.0695105,34.43204655,35.5468509,25060037,992080405.15,002352,顺丰控股,物流
2020-02-03,34.3323486,37.3232871,33.5528919,35.0392977,30142904,1179881851.57,002352,顺丰控股,物流
2020-02-04,35.2386936,36.072531,33.81573195,35.166186,29626193,1142692710.52,002352,顺丰控股,物流
2020-02-05,35.2386936,38.6828046,34.48642725,38.1571245,50790449,2034385107.46,002352,顺丰控股,物流
2020-02-06,38.47434525,41.71906035,37.47736575,41.10274575,56902189,2539617933.76,002352,顺丰控股,物流
2020-02-07,40.4954946,40.9124133,39.3172461,40.64957325,35582491,1574834983.79,002352,顺丰控股,物流
2020-02-10,40.64957325,41.22963405,39.70697445,40.9849209,28070746,1251420055.08,002352,顺丰控股,物流
2020-02-11,41.6012355,41.69187,40.08763935,40.16014695,22785543,1025327023.04,002352,顺丰控股,物流
2020-02-12,39.7704186,40.9124133,39.38069025,39.7885455,23922333,1049063729.56,002352,顺丰控股,物流
2020-02-13,39.81573585,39.81573585,38.7734391,38.8640736,19539920,843046284.18,002352,顺丰控股,物流
2020-02-14,38.9365812,39.14504055,38.1571245,38.49247215,24377693,1037416645.58,002352,顺丰控股,物流
2020-02-17,39.697911,42.09972525,39.18129435,42.00909075,48435511,2196094566.59,002352,顺丰控股,物流
2020-02-18,41.69187,42.1269156,40.23265455,41.42902995,30412352,1386997775.03,002352,顺丰控股,物流
2020-02-19,41.68280655,43.2145296,41.01211125,42.2538039,32016906,1496732343.35,002352,顺丰控股,物流
2020-02-20,42.3081846,43.4864331,41.82782175,42.40788255,22355873,1046650834.12,002352,顺丰控股,物流
2020-02-21,42.00909075,42.779484,41.30214165,41.50153755,22783427,1053256475.18,002352,顺丰控股,物流
2020-02-24,41.46528375,42.48039015,40.77646155,41.6556162,21436011,979182006.1,002352,顺丰控股,物流
2020-02-25,40.8036519,45.2809962,40.785525,44.98190235,43233568,2073065134.28,002352,顺丰控股,物流
2020-02-26,43.78552695,44.76437955,43.40486205,44.00304975,26308943,1277898903.6,002352,顺丰控股,物流
2020-02-27,44.41996845,45.9154377,43.24171995,45.3535038,26821356,1323865818.35,002352,顺丰控股,物流
2020-02-28,44.05743045,45.0816003,43.2689103,44.36558775,23363100,1135057528.72,002352,顺丰控股,物流
2020-03-02,44.7190623,45.7704225,44.0302401,45.34444035,28046645,1398052603.79,002352,顺丰控股,物流
2020-03-03,46.08764325,46.23265845,43.07857785,43.5770676,36318936,1782967932.5,002352,顺丰控股,物流
2020-03-04,43.7764635,44.36558775,42.6163419,43.62238485,22270334,1069416098.63,002352,顺丰控股,物流
2020-03-05,43.9577325,44.2658898,43.142022,44.048367,19305358,935169880.78,002352,顺丰控股,物流
2020-03-06,43.3595448,43.9396056,43.22359305,43.42298895,13823772,663903185.87,002352,顺丰控股,物流
2020-03-09,44.592174,44.85501405,42.598215,42.598215,23889014,1142902579.47,002352,顺丰控股,物流
2020-03-10,42.3988191,43.0695144,41.08461885,42.64353225,24730610,1148169234.4,002352,顺丰控股,物流
2020-03-11,42.7251033,42.8701185,41.69187,41.70093345,12986318,603428696.73,002352,顺丰控股,物流
2020-03-12,41.06649195,41.329332,40.37766975,40.5861291,14757631,664566740.56,002352,顺丰控股,物流
2020-03-13,38.1571245,40.8761595,38.1571245,40.0241952,20219776,880287487.71,002352,顺丰控股,物流
2020-03-16,40.1510835,41.2024437,38.972835,38.972835,19536731,865789486.49,002352,顺丰控股,物流
2020-03-17,39.87918,40.0423221,37.8670941,38.8096929,15013758,642471040.91,002352,顺丰控股,物流
2020-03-18,39.154104,40.48643115,38.8822005,39.2084847,18891771,830460613.67,002352,顺丰控股,物流
2020-03-19,40.2960987,41.2386975,39.6072765,40.6948905,31540045,1409454636.2,002352,顺丰控股,物流
2020-03-20,41.35652235,41.68280655,40.41392355,41.0030478,15775668,714939508.59,002352,顺丰控股,物流
2020-03-23,39.516642,40.8761595,39.0272157,40.35954285,11738017,520942630.06,002352,顺丰控股,物流
2020-03-24,41.148063,41.33839545,39.3716268,40.6586367,15003393,667036108.47,002352,顺丰控股,物流
2020-03-25,41.37464925,42.5800881,40.97585745,42.22661355,21219084,983114737.79,002352,顺丰控股,物流
2020-03-26,42.08159835,42.08159835,41.329332,41.6012355,12006332,552350828.55,002352,顺丰控股,物流
2020-03-27,42.28099425,42.416946,41.2749513,41.329332,10842648,499901114.46,002352,顺丰控股,物流
2020-03-30,41.3837127,43.00607025,40.8761595,42.77042055,23614844,1106040791.02,002352,顺丰控股,物流
2020-03-31,43.1238951,43.83990765,42.35350185,42.8157378,19639118,932311975.55,002352,顺丰控股,物流
2020-04-01,42.598215,42.598215,41.53779135,41.55591825,15600909,723200415.18,002352,顺丰控股,物流
2020-04-02,41.2386975,41.97283695,41.08461885,41.9456466,11638501,533659148.92,002352,顺丰控股,物流
2020-04-03,41.99096385,43.1782758,41.873139,42.87918195,14598454,689248089.98,002352,顺丰控股,物流
2020-04-07,43.5770676,44.9365851,43.18733925,44.34746085,19632835,958846643.25,002352,顺丰控股,物流
2020-04-08,44.1208746,44.85501405,43.78552695,44.1390015,10794539,525954289.64,002352,顺丰控股,物流
2020-04-09,44.410905,44.6646816,43.83990765,44.048367,9158880,446584890.62,002352,顺丰控股,物流
2020-04-10,44.1390015,44.3021436,43.0513875,43.62238485,9394235,452645052.14,002352,顺丰控股,物流
2020-04-13,43.42298895,44.87314095,43.1601489,44.410905,12497037,611597083.99,002352,顺丰控股,物流
2020-04-14,44.58311055,44.7371892,43.867098,44.27495325,13336572,650830896.51,002352,顺丰控股,物流
2020-04-15,44.410905,44.5559202,43.3957986,43.42298895,10337189,499349010.73,002352,顺丰控股,物流
2020-04-16,43.142022,43.8489711,42.78854745,43.2326565,9752074,465359723.7,002352,顺丰控股,物流
2020-04-17,43.67676555,44.63749125,43.40486205,44.1027477,15606155,758329196.9,002352,顺丰控股,物流
2020-04-20,45.29005965,45.30818655,43.867098,44.14806495,14293444,700263424.16,002352,顺丰控股,物流
2020-04-21,43.91241525,43.9396056,42.9063723,43.44111585,12483438,596854144.72,002352,顺丰控股,物流
2020-04-22,43.0332606,44.5559202,42.84292815,44.41996845,12651943,612087785.14,002352,顺丰控股,物流
2020-04-23,44.61936435,45.0272196,44.1208746,44.43809535,13379613,656982792.17,002352,顺丰控股,物流
2020-04-24,42.85233528,43.63610832,42.56981244,43.1075172,22284715,1050394987.2,002352,顺丰控股,物流
2020-04-27,43.1075172,43.4264946,42.25083504,42.84322164,11160430,524633395.46,002352,顺丰控股,物流
2020-04-28,42.75208524,44.51101776,42.03210768,43.8366084,15846199,756226748.1,002352,顺丰控股,物流
2020-04-29,43.6999038,43.95508572,42.55158516,42.6974034,11172159,529065510.57,002352,顺丰控股,物流
2020-04-30,42.96169896,43.1530854,42.4695624,42.64272156,12163330,570363424.8,002352,顺丰控股,物流
2020-05-06,42.3328578,42.86144892,41.1936528,42.72474432,22574139,1041902546.47,002352,顺丰控股,物流
2020-05-07,42.6518352,42.6518352,41.8771758,42.03210768,13557975,628317124.91,002352,顺丰控股,物流
2020-05-08,42.2872896,42.36931236,41.79515304,41.84072124,16491236,759747927.96,002352,顺丰控股,物流
2020-05-11,42.1050168,43.49029008,42.1050168,42.9708126,29399527,1390210292.44,002352,顺丰控股,物流
2020-05-12,43.1075172,43.517631,42.38753964,42.59715336,18280679,860872866.07,002352,顺丰控股,物流
2020-05-13,42.61538064,42.99815352,42.02299404,42.44222148,13308587,619224939.0,002352,顺丰控股,物流
2020-05-14,42.18703956,42.45133512,41.53085748,41.72224392,15703280,721084380.55,002352,顺丰控股,物流
2020-05-15,42.03210768,42.1050168,41.30301648,41.4214938,14499611,661610159.47,002352,顺丰控股,物流
2020-05-18,41.467062,41.98653948,41.1480846,41.5581984,15067718,687918301.37,002352,顺丰控股,物流
2020-05-19,42.34197144,43.00726716,42.11413044,42.72474432,27097463,1266852181.84,002352,顺丰控股,物流
2020-05-20,42.84322164,43.28979,41.63110752,41.73135756,15996493,741452215.73,002352,顺丰控股,物流
2020-05-21,41.8771758,42.00476676,40.76531172,41.01138,21420652,964542803.45,002352,顺丰控股,物流
