date,open,high,low,close,volume,amount,code,name,industry
2020-01-02,11.51058551,11.69795261,11.46062095,11.61051463,65295784.0,1212361334.0,601088,中国神华,能源
2020-01-03,11.57928678,11.67297033,11.54181336,11.59177792,37696287.0,700669803.0,601088,中国神华,能源
2020-01-06,11.59802349,11.86033743,11.59802349,11.72918046,52721055.0,991890497.0,601088,中国神华,能源
2020-01-07,11.6792159,11.91030199,11.6792159,11.75416274,41211016.0,779821412.0,601088,中国神华,能源
2020-01-08,11.76040831,11.77914502,11.46062095,11.46062095,50714951.0,940871707.0,601088,中国神华,能源
2020-01-09,11.5543045,11.57928678,11.40441082,11.4918488,30069595.0,552413305.0,601088,中国神华,能源
2020-01-10,11.4918488,11.52307665,11.29823613,11.34195512,34367088.0,625213953.0,601088,中国神华,能源
2020-01-13,11.34195512,11.37318297,11.242026,11.36069183,36026676.0,651784424.0,601088,中国神华,能源
2020-01-14,11.36069183,11.44812981,11.32321841,11.33570955,28169749.0,513547207.0,601088,中国神华,能源
2020-01-15,11.29199056,11.33570955,11.12336017,11.13585131,37584564.0,672149608.0,601088,中国神华,能源
2020-01-16,11.13585131,11.17332473,11.04216776,11.1171146,32941101.0,585244763.0,601088,中国神华,能源
2020-01-17,11.1171146,11.21079815,11.11086903,11.1795703,22027627.0,393522692.0,601088,中国神华,能源
2020-01-20,11.12960574,11.14834245,10.97346649,11.0546589,36979608.0,654000049.0,601088,中国神华,能源
2020-01-21,10.97971206,10.9922032,10.87978294,10.94223864,27763162.0,486100783.0,601088,中国神华,能源
2020-01-22,10.87978294,11.12336017,10.8048361,11.0546589,34153096.0,598814242.0,601088,中国神华,能源
2020-01-23,10.96097535,10.96097535,10.69866141,10.79234496,41988547.0,726763556.0,601088,中国神华,能源
2020-02-03,9.71810692,10.03663099,9.71810692,9.98042086,77690417.0,1228063955.0,601088,中国神华,能源
2020-02-04,9.92421073,10.16778796,9.85550946,10.14905125,57349319.0,917855852.0,601088,中国神华,能源
2020-02-05,10.10533226,10.2427348,10.01164871,10.14280568,37026680.0,601389705.0,601088,中国神华,能源
2020-02-06,10.16778796,10.20526138,10.08659555,10.16154239,34899366.0,566803572.0,601088,中国神华,能源
2020-02-07,10.1178234,10.13656011,10.04287656,10.10533226,27354310.0,441758785.0,601088,中国神华,能源
2020-02-10,10.03663099,10.21775252,10.02413985,10.21150695,38257807.0,620270515.0,601088,中国神华,能源
2020-02-11,10.24898037,10.48631203,10.18652467,10.39887405,37698928.0,627473624.0,601088,中国神华,能源
2020-02-12,10.37389177,10.41761076,10.32392721,10.39887405,18486888.0,307144699.0,601088,中国神华,能源
2020-02-13,10.3676462,10.51129431,10.33641835,10.35515506,17727383.0,295460753.0,601088,中国神华,能源
2020-02-14,10.32392721,10.44883861,10.31768164,10.44259304,17766744.0,295904620.0,601088,中国神华,能源
2020-02-17,10.44883861,10.5550133,10.38013734,10.54876773,30304131.0,508498831.0,601088,中国神华,能源
2020-02-18,10.58624115,10.58624115,10.41761076,10.44883861,30601921.0,512516692.0,601088,中国神华,能源
2020-02-19,10.40511962,10.43634747,10.36140063,10.3676462,24187506.0,402455190.0,601088,中国神华,能源
2020-02-20,10.40511962,10.4925576,10.34266392,10.46757532,26959157.0,449940889.0,601088,中国神华,能源
2020-02-21,10.46757532,10.4925576,10.41136519,10.45508418,29967695.0,501310846.0,601088,中国神华,能源
2020-02-24,10.47382089,10.48006646,10.31143607,10.32392721,33739252.0,559664001.0,601088,中国神华,能源
2020-02-25,10.1802791,10.23648923,10.09284112,10.14280568,33163073.0,539702936.0,601088,中国神华,能源
2020-02-26,10.06161327,10.38013734,10.03663099,10.27396265,37666984.0,619394130.0,601088,中国神华,能源
2020-02-27,10.24898037,10.37389177,10.21150695,10.24898037,28009443.0,460602744.0,601088,中国神华,能源
2020-02-28,10.10533226,10.16778796,9.97417529,9.992912,38690345.0,622981227.0,601088,中国神华,能源
2020-03-02,10.07410441,10.39262848,10.07410441,10.37389177,45517819.0,748986045.0,601088,中国神华,能源
2020-03-03,10.4925576,10.49880317,10.35515506,10.47382089,44749730.0,747712509.0,601088,中国神华,能源
2020-03-04,10.41136519,10.51753988,10.34890949,10.44259304,26293876.0,438830142.0,601088,中国神华,能源
2020-03-05,10.46757532,10.69241584,10.42385633,10.64869685,51946465.0,880177583.0,601088,中国神华,能源
2020-03-06,10.5550133,10.59873229,10.46132975,10.47382089,27765778.0,467448984.0,601088,中国神华,能源
2020-03-09,10.2427348,10.25522594,10.1178234,10.16778796,37708888.0,614699293.0,601088,中国神华,能源
2020-03-10,10.11157783,10.39887405,10.11157783,10.33641835,27085718.0,445116208.0,601088,中国神华,能源
2020-03-11,10.31768164,10.39887405,10.25522594,10.25522594,18357018.0,303224983.0,601088,中国神华,能源
2020-03-12,10.20526138,10.21775252,10.09908669,10.15529682,17786408.0,289215796.0,601088,中国神华,能源
2020-03-13,9.91171959,10.14280568,9.81803604,10.01164871,28696974.0,456651998.0,601088,中国神华,能源
2020-03-16,10.07410441,10.21775252,9.92421073,9.94919301,33365118.0,538017146.0,601088,中国神华,能源
2020-03-17,9.98042086,10.16154239,9.7430892,9.8055449,33532657.0,529392726.0,601088,中国神华,能源
2020-03-18,9.86175503,9.89298288,9.69312464,9.69312464,31533791.0,495344146.0,601088,中国神华,能源
2020-03-19,9.6806335,9.6806335,8.96863852,9.23095246,54685346.0,810917193.0,601088,中国神华,能源
2020-03-20,9.3058993,9.40582842,9.18723347,9.29965373,29688464.0,441684509.0,601088,中国神华,能源
2020-03-23,9.04358536,9.37460057,9.00611194,9.23095246,24546212.0,361705907.0,601088,中国神华,能源
2020-03-24,9.38709171,9.79929933,9.34961829,9.73059806,42546804.0,650667724.0,601088,中国神华,能源
2020-03-25,9.86175503,9.90547402,9.7430892,9.79305376,23100969.0,362994821.0,601088,中国神华,能源
2020-03-26,9.74933477,10.01789428,9.72435249,9.95543858,27091553.0,429933815.0,601088,中国神华,能源
2020-03-27,10.04287656,10.18652467,9.94919301,10.16154239,25554077.0,413260220.0,601088,中国神华,能源
2020-03-30,10.04912213,10.52378545,9.97417529,10.35515506,63218087.0,1048076301.0,601088,中国神华,能源
2020-03-31,10.40511962,10.41136519,10.13031454,10.14280568,24315750.0,398616847.0,601088,中国神华,能源
2020-04-01,10.12406897,10.23024366,9.96792972,9.992912,21911409.0,353596120.0,601088,中国神华,能源
2020-04-02,9.9304563,10.16778796,9.91171959,10.14905125,16966028.0,273497180.0,601088,中国神华,能源
2020-04-03,10.04287656,10.1802791,10.04287656,10.06785884,12347987.0,199683229.0,601088,中国神华,能源
2020-04-07,10.21775252,10.21775252,10.07410441,10.08034998,24022681.0,388921359.0,601088,中国神华,能源
2020-04-08,10.0553677,10.09908669,10.00540314,10.08034998,13099060.0,210625828.0,601088,中国神华,能源
2020-04-09,10.10533226,10.10533226,9.992912,9.992912,12323749.0,197921024.0,601088,中国神华,能源
2020-04-10,10.04287656,10.04287656,9.91171959,9.92421073,13698784.0,218081633.0,601088,中国神华,能源
2020-04-13,9.89298288,9.96792972,9.87424617,9.89922845,10374409.0,164559223.0,601088,中国神华,能源
2020-04-14,9.88049174,10.1178234,9.88049174,10.09908669,20372803.0,327660475.0,601088,中国神华,能源
