date,open,high,low,close,volume,amount,code,name,industry
2020-01-02,26.7903512,27.4437744,26.55348529,26.59432424,101213040,3342373870.6,000002,万科A,房地产
2020-01-03,26.71684109,26.79851899,25.95723662,26.17776695,80553629,2584309903.29,000002,万科A,房地产
2020-01-06,25.93273325,25.94090104,25.52434375,25.73670629,87684058,2761448649.61,000002,万科A,房地产
2020-01-07,25.81838419,26.07975347,25.60602165,25.94090104,57793343,1827510871.94,000002,万科A,房地产
2020-01-08,25.5651827,25.94906883,25.36098795,25.87555872,52999684,1667143803.08,000002,万科A,房地产
2020-01-09,26.25944485,26.52898192,26.01441115,26.3002838,78373446,2519927706.82,000002,万科A,房地产
2020-01-10,26.136928,26.31661938,25.60602165,25.69586734,55744373,1762516212.1,000002,万科A,房地产
2020-01-13,25.6468606,25.95723662,25.53251154,25.87555872,62074912,1957169612.15,000002,万科A,房地产
2020-01-14,25.76937745,25.96540441,25.62235723,25.63869281,41971228,1322400772.1,000002,万科A,房地产
2020-01-15,25.5651827,25.72037071,24.87908834,24.90359171,67294431,2071443624.89,000002,万科A,房地产
2020-01-16,25.00977298,25.26297447,24.8300816,24.93626287,58139589,1779302393.93,000002,万科A,房地产
2020-01-17,25.00977298,25.19763215,24.76473928,24.87908834,47221927,1442665863.08,000002,万科A,房地产
2020-01-20,24.9117595,24.91992729,24.11131608,24.39718873,91563767,2730988423.02,000002,万科A,房地产
2020-01-21,24.14398724,24.38902094,23.70292658,23.85811459,81796927,2399809082.59,000002,万科A,房地产
2020-01-22,23.8499468,24.78107486,23.83361122,24.59321569,93771024,2796437180.95,000002,万科A,房地产
2020-01-23,24.2583363,24.32367862,23.42522172,23.67025542,98694879,2884502300.28,000002,万科A,房地产
2020-02-03,21.30976411,22.47775808,21.30159632,21.75082477,153086547,4119846241.35,000002,万科A,房地产
2020-02-04,21.9713551,22.76363073,21.9713551,22.55943598,103628313,2838999600.3,000002,万科A,房地产
2020-02-05,22.46959029,22.85347642,22.23272438,22.57577156,80068551,2213431074.59,000002,万科A,房地产
